player_id,player_name,player_url,position,year,week,opponent,result,snap_count,snap_percent,rush_att,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,fumbles
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,1,BAL,L9-24,38,45.2,6,23,0,9,6,38,0,1
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,2,CLE,W31-30,19,27.1,7,50,0,1,1,10,1,0
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,3,CIN,L12-27,40,51.3,8,39,0,11,6,53,0,0
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,4,PIT,W24-20,46,65.7,17,66,1,6,2,12,0,0
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,5,MIA,W40-17,41,69.5,18,97,1,2,2,100,0,0
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,6,GB,W27-10,37,67.3,20,116,1,2,2,5,0,0
9993171,Breece Hall,https://dynastyleaguefootball.com/player/9993171/Breece_Hall,RB,2022,7,DEN,W16-9,12,20.3,4,72,1,0,0,0,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,1,JAC,L20-27,26,35.1,9,22,0,6,6,67,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,2,MIN,W28-11,49,67.1,26,101,1,2,2,9,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,3,NYJ,W36-7,24,40.0,13,59,1,1,1,3,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,4,CHI,W19-11,33,45.8,17,68,0,1,1,11,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,5,CLE,L23-32,31,55.4,12,57,1,3,2,17,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,6,CIN,W31-27,37,58.7,12,60,0,4,4,55,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,8,DET,W41-21,26,33.8,11,22,0,3,2,9,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,9,BAL,L10-24,21,30.9,6,27,1,2,2,7,0,1
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,10,TEN,W34-17,17,24.3,7,12,0,2,2,25,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,11,GB,W34-31,47,56.0,22,90,0,4,4,24,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,13,HOU,W26-20,33,47.8,13,91,0,3,3,44,1,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,14,LV,W44-27,34,55.7,20,150,2,2,2,15,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,15,HOU,W27-20,38,70.4,16,83,1,5,4,12,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,16,PIT,L24-28,40,58.0,18,74,2,1,0,0,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,17,JAC,W28-14,55,82.1,30,253,2,2,1,1,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2020,WC,BUF,L24-27,48,60.8,21,78,1,4,2,6,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,1,SEA,L16-28,42,55.3,17,56,0,7,6,60,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,2,LAR,L24-27,30,44.8,15,51,0,1,1,2,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,3,TEN,L16-25,29,48.3,10,64,0,3,1,8,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,4,MIA,W27-17,36,50.7,16,103,1,3,3,11,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,5,BAL,L25-31,36,52.2,15,53,1,4,3,116,1,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,6,HOU,W31-3,31,64.6,14,145,2,2,1,13,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,7,SF,W30-18,47,69.1,18,107,1,3,3,3,0,1
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,8,TEN,L31-34,59,73.8,16,70,1,4,3,52,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,9,NYJ,W45-30,43,69.4,19,172,2,2,2,28,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,10,JAC,W23-17,54,84.4,21,116,1,8,6,10,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,11,BUF,W41-15,57,82.6,32,185,4,3,3,19,1,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,12,TB,L31-38,49,71.0,16,83,1,5,4,14,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,13,HOU,W31-0,55,76.4,32,143,2,0,0,0,0,1
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,15,NE,W27-17,51,98.1,29,170,1,0,0,0,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,16,ARI,W22-16,55,78.6,27,108,0,2,0,0,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,17,LV,L20-23,42,71.2,20,108,1,2,1,6,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2021,18,JAC,L11-26,52,91.2,15,77,0,4,3,18,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,1,HOU,T20-20,70,76.1,31,161,1,7,4,14,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,2,JAC,L0-24,37,74.0,9,54,0,1,1,9,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,3,KC,W20-17,54,76.1,21,71,0,5,3,20,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,4,TEN,L17-24,58,87.9,20,42,0,3,1,1,0,1
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,7,TEN,L10-19,35,54.7,10,58,0,8,7,27,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,8,WAS,L16-17,40,69.0,16,76,0,1,0,0,0,1
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,10,LV,W25-20,61,93.8,22,147,1,2,2,16,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,11,PHI,L16-17,49,75.4,22,84,1,4,3,10,0,1
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,12,PIT,L17-24,59,92.2,20,86,1,4,3,12,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,13,DAL,L19-54,59,81.9,21,82,0,4,3,21,0,0
9992257,Jonathan Taylor,https://dynastyleaguefootball.com/player/9992257/Jonathan_Taylor,RB,2022,15,MIN,L36-39,2,2.5,0,0,0,1,1,13,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,1,SF,W23-3,47,70.1,13,47,0,7,5,38,0,1
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,2,BUF,W9-3,44,63.8,8,10,0,5,4,34,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,3,NO,L13-34,41,69.5,4,16,0,11,9,101,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,4,NE,W33-30,48,76.2,6,16,0,6,4,33,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,5,DET,W27-24,37,56.1,3,7,0,7,5,31,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,6,PHI,L23-28,61,74.4,4,8,0,14,10,56,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,7,CHI,L3-17,53,73.6,7,10,0,9,7,36,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,8,TB,W17-3,38,58.5,4,3,0,7,5,49,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,9,ATL,W20-17,53,81.5,15,66,1,6,5,28,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,10,MIA,W45-21,45,58.4,5,23,1,7,3,27,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,12,NYJ,W35-27,50,69.4,7,62,0,5,2,35,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,13,NO,L21-31,40,70.2,6,16,0,6,5,33,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,14,MIN,W31-24,43,67.2,8,35,0,4,3,18,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,15,GB,W31-24,53,70.7,12,63,0,7,6,73,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,16,TB,W22-19,53,80.3,9,39,0,4,2,19,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,17,ATL,L10-22,52,85.2,6,14,0,8,5,40,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2017,WC,NO,L26-31,59,79.7,6,16,0,8,6,101,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,1,DAL,W16-8,57,85.1,10,50,0,9,6,45,0,1
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,2,ATL,L24-31,63,94.0,8,37,0,15,14,102,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,3,CIN,W31-21,67,100.0,28,184,0,2,2,10,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,5,NYG,W33-31,69,97.2,17,58,0,6,5,35,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,6,WAS,L17-23,60,100.0,8,20,0,8,7,46,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,7,PHI,W21-17,59,100.0,7,29,0,6,6,51,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,8,BAL,W36-21,64,98.5,14,45,1,6,4,11,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,9,TB,W42-28,61,98.4,17,79,2,6,5,78,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,10,PIT,L21-52,54,94.7,14,77,1,5,5,61,2,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,11,DET,L19-20,58,100.0,13,53,0,8,6,57,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,12,SEA,L27-30,59,100.0,17,125,1,11,11,112,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,13,TB,L17-24,70,100.0,10,106,0,10,9,55,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,14,CLE,L20-26,74,100.0,16,63,2,7,6,38,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,15,NO,L9-12,58,100.0,15,53,0,11,8,67,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,16,ATL,L10-24,82,90.1,21,101,0,13,12,77,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2018,17,NO,W33-14,10,13.9,4,18,0,1,1,22,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,1,LAR,L27-30,67,100.0,19,128,2,11,10,81,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,2,TB,L14-20,79,100.0,16,37,0,6,2,16,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,3,ARI,W38-20,58,92.1,24,153,1,4,3,35,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,4,HOU,W16-10,68,100.0,27,93,1,10,10,86,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,5,JAC,W34-27,56,86.2,19,176,2,9,6,61,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,6,TB,W37-26,64,97.0,22,31,1,5,4,26,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,8,SF,L13-51,54,78.3,14,117,1,5,4,38,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,9,TEN,W30-20,61,85.9,24,146,2,3,3,20,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,10,GB,L16-24,73,100.0,20,108,1,7,6,33,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,11,ATL,L3-29,70,93.3,14,70,0,14,11,121,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,12,NO,L31-34,76,100.0,22,64,1,9,9,69,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,13,WAS,L21-29,74,98.7,14,44,0,13,7,58,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,14,ATL,L20-40,70,98.6,11,53,0,12,11,82,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,15,SEA,L24-30,72,100.0,19,87,2,10,8,88,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,16,IND,L6-38,63,90.0,13,54,0,15,15,119,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2019,17,NO,L10-42,51,71.8,9,26,1,10,7,72,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2020,1,LV,L30-34,65,97.0,23,96,2,4,3,38,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2020,2,TB,L17-31,47,64.4,18,59,2,5,4,29,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2020,9,KC,L31-33,59,71.1,18,69,1,10,10,79,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,1,NYJ,W19-14,57,89.1,21,98,0,9,9,89,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,2,NO,W26-7,54,71.1,24,72,1,6,5,65,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,3,HOU,W24-9,22,30.1,7,31,0,2,2,9,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,9,NE,L6-24,29,49.2,14,52,0,5,4,54,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,10,ARI,W34-10,44,58.7,13,95,0,10,10,66,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,11,WAS,L21-27,46,90.2,10,59,0,8,7,60,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2021,12,MIA,L10-33,20,35.7,10,35,0,1,0,0,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,1,CLE,L24-26,43,81.1,10,33,1,5,4,24,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,2,NYG,L16-19,53,91.4,15,102,0,5,4,26,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,3,NO,W22-14,49,80.3,25,108,0,4,2,7,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,4,ARI,L16-26,45,86.5,8,27,0,9,9,81,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,5,SF,L15-37,59,85.5,14,54,1,12,7,50,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,6,LAR,L10-24,38,86.4,13,69,0,8,7,89,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,7,KC,L23-44,22,27.8,8,38,0,2,2,24,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,8,LAR,W31-14,43,81.1,18,94,1,9,8,55,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,10,LAC,W22-16,46,64.8,14,38,1,6,4,39,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,11,ARI,W38-10,38,65.5,7,39,0,7,7,67,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,12,NO,W13-0,44,62.9,11,32,0,6,4,17,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,13,MIA,W33-17,69,82.1,17,66,0,10,8,80,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,14,TB,W35-7,44,69.8,14,119,1,3,2,34,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,15,SEA,W21-13,57,89.1,26,108,1,8,6,30,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,16,WAS,W37-20,39,75.0,15,46,1,2,2,12,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,17,LV,W37-34,57,85.1,19,121,1,9,6,72,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,18,ARI,W38-13,30,48.4,10,45,0,3,3,34,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,WC,SEA,W41-23,48,73.8,15,119,0,2,2,17,1,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,DP,DAL,W19-12,44,66.7,10,35,1,8,6,22,0,0
9990905,Christian McCaffrey,https://dynastyleaguefootball.com/player/9990905/Christian_McCaffrey,RB,2022,CC,PHI,L7-31,45,97.8,15,84,1,4,4,22,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,1,JAC,L15-20,55,77.5,18,106,1,6,2,22,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,2,DAL,L13-20,58,85.3,11,28,0,16,14,80,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,3,HOU,W27-22,44,71.0,17,82,1,5,5,35,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,4,NO,L18-33,54,87.1,10,44,1,8,6,56,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,5,CAR,L31-33,48,85.7,15,48,0,4,4,81,2,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,6,PHI,L13-34,50,76.9,13,130,1,12,9,99,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,7,ATL,L20-23,59,92.2,14,43,1,10,9,51,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,8,WAS,L13-20,68,97.1,13,38,0,10,9,73,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,10,SF,W27-23,54,91.5,20,67,0,5,4,33,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,11,TB,W38-35,47,88.7,27,142,2,3,2,10,1,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,12,PHI,L22-25,47,77.0,13,101,1,8,7,41,1,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,13,CHI,W30-27,57,79.2,24,125,0,4,3,21,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,14,WAS,W40-16,31,48.4,14,170,1,5,4,27,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,15,TEN,L0-17,65,100.0,14,31,0,10,4,25,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,16,IND,L27-28,57,87.7,21,43,1,7,5,34,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2018,17,DAL,L35-36,59,83.1,17,109,1,8,4,33,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,1,DAL,L17-35,55,79.7,11,120,0,6,4,19,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,2,BUF,L14-28,61,87.1,18,107,1,7,3,28,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,3,TB,W32-31,24,36.9,8,10,0,5,4,27,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,7,ARI,L21-27,61,85.9,18,72,1,5,3,8,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,8,DET,L26-31,61,82.4,19,64,0,10,8,79,1,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,9,DAL,L18-37,59,81.9,14,28,0,8,6,67,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,10,NYJ,L27-34,59,81.9,13,1,0,5,5,30,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,12,CHI,L14-19,58,96.7,17,59,0,3,2,1,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,13,GB,L13-31,64,95.5,19,83,0,7,3,32,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,14,PHI,L17-23,49,94.2,17,66,0,4,3,1,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,15,MIA,W36-20,54,79.4,24,112,2,5,4,31,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,16,WAS,W41-35,68,97.1,22,189,1,4,4,90,1,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2019,17,PHI,L17-34,64,86.5,17,92,1,4,3,25,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2020,1,PIT,L16-26,59,86.8,15,6,0,9,6,60,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2020,2,CHI,L13-17,8,12.3,4,28,0,0,0,0,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2021,1,DEN,L13-27,29,48.3,10,26,0,3,1,1,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2021,2,WAS,L29-30,58,84.1,13,57,0,3,2,12,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2021,3,ATL,L14-17,60,85.7,16,51,1,7,6,43,0,0
9992207,Saquon Barkley,https://dynastyleaguefootball.com/player/9992207/Saquon_Barkley,RB,2021,4,NO,W27-21,56,88.9,13,52,1,6,5,74,1,0
