player_id,player_name,player_url,position,year,team,games_played,snap_count,snap_percent,rush_att,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,fumbles
9992167,Austin Ekeler,https://dynastyleaguefootball.com/player/9992167/Austin_Ekeler,RB,2022,LAC,16,701,62.4,193,881,13,124,103,686,5,2
9992398,Travis Etienne,https://dynastyleaguefootball.com/player/9992398/Travis_Etienne,RB,2022,JAC,16,642,59.8,213,1108,5,43,33,299,0,3
9993526,Kenneth Walker,https://dynastyleaguefootball.com/player/9993526/Kenneth_Walker,RB,2022,SEA,14,514,56.2,199,937,9,34,26,155,0,0
9992269,Josh Jacobs,https://dynastyleaguefootball.com/player/9992269/Josh_Jacobs,RB,2019,OAK,13,469,56.0,242,1150,7,28,20,166,0,1
9992269,Josh Jacobs,https://dynastyleaguefootball.com/player/9992269/Josh_Jacobs,RB,2020,LV,15,616,61.4,273,1064,12,45,33,238,0,2
9992269,Josh Jacobs,https://dynastyleaguefootball.com/player/9992269/Josh_Jacobs,RB,2021,LV,14,568,62.3,191,740,8,62,52,336,0,2
9992269,Josh Jacobs,https://dynastyleaguefootball.com/player/9992269/Josh_Jacobs,RB,2022,LV,16,771,74.7,323,1608,12,62,51,395,0,1
9992731,Tony Pollard,https://dynastyleaguefootball.com/player/9992731/Tony_Pollard,RB,2019,DAL,15,204,19.3,86,455,2,20,15,107,1,1
9992731,Tony Pollard,https://dynastyleaguefootball.com/player/9992731/Tony_Pollard,RB,2020,DAL,16,363,31.7,101,435,4,40,28,192,1,0
9992731,Tony Pollard,https://dynastyleaguefootball.com/player/9992731/Tony_Pollard,RB,2021,DAL,15,374,34.7,130,719,2,46,39,337,0,0
9992731,Tony Pollard,https://dynastyleaguefootball.com/player/9992731/Tony_Pollard,RB,2022,DAL,15,540,53.4,186,988,9,54,39,371,3,0
9992208,Nick Chubb,https://dynastyleaguefootball.com/player/9992208/Nick_Chubb,RB,2018,CLE,16,395,36.2,192,996,8,29,20,149,2,0
9992208,Nick Chubb,https://dynastyleaguefootball.com/player/9992208/Nick_Chubb,RB,2019,CLE,16,731,68.3,298,1494,8,50,36,278,0,3
9992208,Nick Chubb,https://dynastyleaguefootball.com/player/9992208/Nick_Chubb,RB,2020,CLE,12,410,49.4,190,1065,12,18,16,150,0,1
9992208,Nick Chubb,https://dynastyleaguefootball.com/player/9992208/Nick_Chubb,RB,2021,CLE,13,466,55.0,219,1201,8,24,19,172,1,1
9992208,Nick Chubb,https://dynastyleaguefootball.com/player/9992208/Nick_Chubb,RB,2022,CLE,16,612,55.1,290,1448,12,31,22,194,0,1
9993598,Rhamondre Stevenson,https://dynastyleaguefootball.com/player/9993598/Rhamondre_Stevenson,RB,2021,NE,11,256,36.0,129,571,5,16,13,121,0,1
9993598,Rhamondre Stevenson,https://dynastyleaguefootball.com/player/9993598/Rhamondre_Stevenson,RB,2022,NE,16,666,67.7,204,986,5,83,64,393,1,1
9992220,Najee Harris,https://dynastyleaguefootball.com/player/9992220/Najee_Harris,RB,2021,PIT,16,940,85.7,296,1172,7,90,70,440,3,0
9992220,Najee Harris,https://dynastyleaguefootball.com/player/9992220/Najee_Harris,RB,2022,PIT,16,717,66.0,249,954,6,52,40,219,3,1
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2016,TEN,14,267,28.8,110,490,5,15,13,137,0,0
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2017,TEN,16,411,40.1,176,744,5,17,11,136,1,0
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2018,TEN,16,401,40.7,215,1059,12,18,15,99,0,1
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2019,TEN,15,602,63.0,303,1539,16,25,18,206,2,3
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2020,TEN,16,704,65.7,378,2027,17,31,19,114,0,2
