player_id,player_name,player_url,position,year,team,games_played,snap_count,snap_percent,rush_att,rush_yards,rush_tds,targets,receptions,rec_yards,rec_tds,fumbles
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2021,TEN,8,411,71.0,219,937,10,20,18,154,0,0
17959,Derrick Henry,https://dynastyleaguefootball.com/player/17959/Derrick_Henry,RB,2022,TEN,15,592,66.1,319,1429,13,40,32,379,0,3
9993535,Javonte Williams,https://dynastyleaguefootball.com/player/9993535/Javonte_Williams,RB,2021,DEN,16,521,50.7,191,857,4,51,41,298,3,1
9993535,Javonte Williams,https://dynastyleaguefootball.com/player/9993535/Javonte_Williams,RB,2022,DEN,4,142,53.6,47,204,0,22,16,76,0,1
9992229,JK Dobbins,https://dynastyleaguefootball.com/player/9992229/JK_Dobbins,RB,2020,BAL,15,456,46.9,134,805,9,24,18,120,0,0
9992229,JK Dobbins,https://dynastyleaguefootball.com/player/9992229/JK_Dobbins,RB,2022,BAL,8,201,41.7,92,520,2,8,7,42,1,0
9900099,Joe Mixon,https://dynastyleaguefootball.com/player/9900099/Joe_Mixon,RB,2017,CIN,14,385,44.9,178,626,4,34,30,287,0,2
9900099,Joe Mixon,https://dynastyleaguefootball.com/player/9900099/Joe_Mixon,RB,2018,CIN,14,596,69.4,237,1168,8,55,43,296,1,0
9900099,Joe Mixon,https://dynastyleaguefootball.com/player/9900099/Joe_Mixon,RB,2019,CIN,16,661,58.9,278,1138,5,45,35,287,3,0
9900099,Joe Mixon,https://dynastyleaguefootball.com/player/9900099/Joe_Mixon,RB,2020,CIN,6,290,64.9,119,428,3,26,21,138,1,1
9900099,Joe Mixon,https://dynastyleaguefootball.com/player/9900099/Joe_Mixon,RB,2021,CIN,16,698,66.6,291,1210,13,48,42,314,3,1
9900099,Joe Mixon,https://dynastyleaguefootball.com/player/9900099/Joe_Mixon,RB,2022,CIN,13,588,65.4,199,787,6,69,55,400,2,0
9992223,D'Andre Swift,https://dynastyleaguefootball.com/player/9992223/DAndre_Swift,RB,2020,DET,13,398,47.2,114,521,8,57,46,357,2,2
9992223,D'Andre Swift,https://dynastyleaguefootball.com/player/9992223/DAndre_Swift,RB,2021,DET,12,528,67.9,144,587,4,73,58,434,2,1
9992223,D'Andre Swift,https://dynastyleaguefootball.com/player/9992223/DAndre_Swift,RB,2022,DET,13,369,41.9,93,517,5,63,41,328,3,0
9992517,Dameon Pierce,https://dynastyleaguefootball.com/player/9992517/Dameon_Pierce,RB,2022,HOU,13,508,63.7,220,939,4,39,30,165,1,2
9992218,Miles Sanders,https://dynastyleaguefootball.com/player/9992218/Miles_Sanders,RB,2019,PHI,16,626,52.9,179,818,3,63,50,509,3,1
9992218,Miles Sanders,https://dynastyleaguefootball.com/player/9992218/Miles_Sanders,RB,2020,PHI,12,602,71.0,164,871,6,52,28,197,0,2
9992218,Miles Sanders,https://dynastyleaguefootball.com/player/9992218/Miles_Sanders,RB,2021,PHI,12,426,53.3,137,754,0,34,26,158,0,1
9992218,Miles Sanders,https://dynastyleaguefootball.com/player/9992218/Miles_Sanders,RB,2022,PHI,16,644,58.4,248,1236,11,25,20,78,0,2
9991798,Aaron Jones,https://dynastyleaguefootball.com/player/9991798/Aaron_Jones,RB,2017,GB,10,236,37.5,80,445,4,18,9,22,0,0
9991798,Aaron Jones,https://dynastyleaguefootball.com/player/9991798/Aaron_Jones,RB,2018,GB,12,376,47.5,133,728,8,35,26,206,1,1
9991798,Aaron Jones,https://dynastyleaguefootball.com/player/9991798/Aaron_Jones,RB,2019,GB,16,677,61.2,236,1084,16,69,49,474,3,2
9991798,Aaron Jones,https://dynastyleaguefootball.com/player/9991798/Aaron_Jones,RB,2020,GB,14,539,59.7,201,1104,9,62,46,347,2,0
9991798,Aaron Jones,https://dynastyleaguefootball.com/player/9991798/Aaron_Jones,RB,2021,GB,15,578,58.4,171,799,4,65,52,391,6,1
9991798,Aaron Jones,https://dynastyleaguefootball.com/player/9991798/Aaron_Jones,RB,2022,GB,16,597,57.7,201,1073,2,68,56,375,5,2
9992510,James Cook,https://dynastyleaguefootball.com/player/9992510/James_Cook,RB,2022,BUF,15,236,23.0,80,462,2,31,19,174,1,1
9900098,Dalvin Cook,https://dynastyleaguefootball.com/player/9900098/Dalvin_Cook,RB,2017,MIN,4,169,65.0,74,354,2,16,11,90,0,1
9900098,Dalvin Cook,https://dynastyleaguefootball.com/player/9900098/Dalvin_Cook,RB,2018,MIN,11,490,69.0,133,615,2,49,40,305,2,2
9900098,Dalvin Cook,https://dynastyleaguefootball.com/player/9900098/Dalvin_Cook,RB,2019,MIN,14,615,65.9,250,1135,13,63,53,519,0,2
9900098,Dalvin Cook,https://dynastyleaguefootball.com/player/9900098/Dalvin_Cook,RB,2020,MIN,14,669,70.7,312,1557,16,54,44,361,1,3
9900098,Dalvin Cook,https://dynastyleaguefootball.com/player/9900098/Dalvin_Cook,RB,2021,MIN,12,582,71.7,235,1080,6,48,33,221,0,2
9900098,Dalvin Cook,https://dynastyleaguefootball.com/player/9900098/Dalvin_Cook,RB,2022,MIN,16,817,74.5,253,1136,8,55,38,295,2,3
9993943,Rachaad White,https://dynastyleaguefootball.com/player/9993943/Rachaad_White,RB,2022,TB,16,459,39.5,125,466,1,58,50,290,2,3
9992211,Cam Akers,https://dynastyleaguefootball.com/player/9992211/Cam_Akers,RB,2020,LAR,11,293,37.2,145,625,2,14,11,123,1,1
9992211,Cam Akers,https://dynastyleaguefootball.com/player/9992211/Cam_Akers,RB,,,0,-,-,0,0,0,0,0,0,0,0
9992211,Cam Akers,https://dynastyleaguefootball.com/player/9992211/Cam_Akers,RB,2022,LAR,14,367,43.8,167,682,7,15,10,93,0,2
9900406,Alvin Kamara,https://dynastyleaguefootball.com/player/9900406/Alvin_Kamara,RB,2017,NO,16,464,44.7,120,728,8,101,82,826,5,1
9900406,Alvin Kamara,https://dynastyleaguefootball.com/player/9900406/Alvin_Kamara,RB,2018,NO,15,656,65.7,194,883,14,105,81,709,4,0
9900406,Alvin Kamara,https://dynastyleaguefootball.com/player/9900406/Alvin_Kamara,RB,2019,NO,14,636,68.5,171,797,5,97,81,533,1,1
9900406,Alvin Kamara,https://dynastyleaguefootball.com/player/9900406/Alvin_Kamara,RB,2020,NO,15,658,65.0,187,937,16,107,83,756,5,0
9900406,Alvin Kamara,https://dynastyleaguefootball.com/player/9900406/Alvin_Kamara,RB,2021,NO,12,571,75.2,210,752,4,65,45,423,5,0
9900406,Alvin Kamara,https://dynastyleaguefootball.com/player/9900406/Alvin_Kamara,RB,2022,NO,14,597,69.1,200,791,2,75,56,487,2,4
9992466,Alexander Mattison,https://dynastyleaguefootball.com/player/9992466/Alexander_Mattison,RB,2019,MIN,13,200,23.0,100,462,1,12,10,82,0,1
9992466,Alexander Mattison,https://dynastyleaguefootball.com/player/9992466/Alexander_Mattison,RB,2020,MIN,13,229,27.0,96,434,2,15,13,125,1,0
9992466,Alexander Mattison,https://dynastyleaguefootball.com/player/9992466/Alexander_Mattison,RB,2021,MIN,15,359,34.8,129,473,3,38,31,225,1,1
9992466,Alexander Mattison,https://dynastyleaguefootball.com/player/9992466/Alexander_Mattison,RB,2022,MIN,16,272,24.8,64,229,3,17,14,85,1,0
9992451,AJ Dillon,https://dynastyleaguefootball.com/player/9992451/AJ_Dillon,RB,2020,GB,9,97,16.5,46,242,2,2,2,21,0,0
9992451,AJ Dillon,https://dynastyleaguefootball.com/player/9992451/AJ_Dillon,RB,2021,GB,16,439,41.8,173,740,5,36,33,309,2,1
9992451,AJ Dillon,https://dynastyleaguefootball.com/player/9992451/AJ_Dillon,RB,2022,GB,16,506,48.9,177,737,7,40,28,206,0,0
9992419,David Montgomery,https://dynastyleaguefootball.com/player/9992419/David_Montgomery,RB,2019,CHI,16,625,57.3,242,889,6,35,25,185,1,2
9992419,David Montgomery,https://dynastyleaguefootball.com/player/9992419/David_Montgomery,RB,2020,CHI,15,759,74.3,247,1070,8,68,54,438,2,1
9992419,David Montgomery,https://dynastyleaguefootball.com/player/9992419/David_Montgomery,RB,2021,CHI,12,593,76.1,205,777,7,48,40,294,0,1
9992419,David Montgomery,https://dynastyleaguefootball.com/player/9992419/David_Montgomery,RB,2022,CHI,15,605,65.7,194,780,5,40,34,316,1,2
9994022,Isiah Pacheco,https://dynastyleaguefootball.com/player/9994022/Isiah_Pacheco,RB,2022,KC,16,330,30.3,162,766,4,14,13,130,0,2
9900362,James Conner,https://dynastyleaguefootball.com/player/9900362/James_Conner,RB,2017,PIT,12,67,7.9,32,144,0,1,0,0,0,0
9900362,James Conner,https://dynastyleaguefootball.com/player/9900362/James_Conner,RB,2018,PIT,13,718,78.3,215,973,12,71,55,497,1,2
9900362,James Conner,https://dynastyleaguefootball.com/player/9900362/James_Conner,RB,2019,PIT,10,335,52.8,116,464,4,39,34,251,3,1
9900362,James Conner,https://dynastyleaguefootball.com/player/9900362/James_Conner,RB,2020,PIT,13,561,63.0,169,720,6,43,35,215,0,0
9900362,James Conner,https://dynastyleaguefootball.com/player/9900362/James_Conner,RB,2021,ARI,14,552,57.9,187,700,14,33,31,325,2,0
9900362,James Conner,https://dynastyleaguefootball.com/player/9900362/James_Conner,RB,2022,ARI,13,663,70.7,183,782,7,58,46,300,1,1
9993591,Khalil Herbert,https://dynastyleaguefootball.com/player/9993591/Khalil_Herbert,RB,2021,CHI,15,296,29.3,99,422,2,16,14,96,0,0
9993591,Khalil Herbert,https://dynastyleaguefootball.com/player/9993591/Khalil_Herbert,RB,2022,CHI,12,282,37.8,119,682,4,10,8,58,1,0
9993259,Antonio Gibson,https://dynastyleaguefootball.com/player/9993259/Antonio_Gibson,RB,2020,WAS,14,406,42.9,170,795,11,44,36,247,0,2
9993259,Antonio Gibson,https://dynastyleaguefootball.com/player/9993259/Antonio_Gibson,RB,2021,WAS,15,572,57.1,237,891,6,49,41,289,3,4
9993259,Antonio Gibson,https://dynastyleaguefootball.com/player/9993259/Antonio_Gibson,RB,2022,WAS,15,489,46.4,149,546,3,58,46,353,2,0
9992268,Brian Robinson,https://dynastyleaguefootball.com/player/9992268/Brian_Robinson,RB,2022,WAS,12,351,42.7,205,797,2,12,9,60,1,0
9992227,Damien Harris,https://dynastyleaguefootball.com/player/9992227/Damien_Harris,RB,2019,NE,1,5,6.1,4,12,0,0,0,0,0,0
9992227,Damien Harris,https://dynastyleaguefootball.com/player/9992227/Damien_Harris,RB,2020,NE,10,251,39.5,137,691,2,7,5,52,0,0
9992227,Damien Harris,https://dynastyleaguefootball.com/player/9992227/Damien_Harris,RB,2021,NE,14,377,41.4,192,885,14,16,14,96,0,2
9992227,Damien Harris,https://dynastyleaguefootball.com/player/9992227/Damien_Harris,RB,2022,NE,11,209,30.6,93,415,3,19,16,93,0,0
9992887,Elijah Mitchell,https://dynastyleaguefootball.com/player/9992887/Elijah_Mitchell,RB,2021,SF,10,404,65.3,186,878,5,20,19,137,1,0
9992887,Elijah Mitchell,https://dynastyleaguefootball.com/player/9992887/Elijah_Mitchell,RB,2022,SF,4,70,26.2,40,224,0,4,3,7,0,0
9992400,Rashaad Penny,https://dynastyleaguefootball.com/player/9992400/Rashaad_Penny,RB,2018,SEA,13,180,21.1,85,419,2,12,9,75,0,0
9992400,Rashaad Penny,https://dynastyleaguefootball.com/player/9992400/Rashaad_Penny,RB,2019,SEA,10,152,21.9,65,370,3,11,8,83,1,1
9992400,Rashaad Penny,https://dynastyleaguefootball.com/player/9992400/Rashaad_Penny,RB,2020,SEA,3,38,20.5,11,34,0,0,0,0,0,0
9992400,Rashaad Penny,https://dynastyleaguefootball.com/player/9992400/Rashaad_Penny,RB,2021,SEA,9,210,39.3,96,559,5,8,6,48,0,0
9992400,Rashaad Penny,https://dynastyleaguefootball.com/player/9992400/Rashaad_Penny,RB,2022,SEA,5,170,57.2,57,346,2,5,4,16,0,0
9991378,Jamaal Williams,https://dynastyleaguefootball.com/player/9991378/Jamaal_Williams,RB,2017,GB,15,443,45.2,153,556,4,34,25,262,2,0
9991378,Jamaal Williams,https://dynastyleaguefootball.com/player/9991378/Jamaal_Williams,RB,2018,GB,16,523,48.7,121,464,3,41,27,210,0,0
9991378,Jamaal Williams,https://dynastyleaguefootball.com/player/9991378/Jamaal_Williams,RB,2019,GB,14,388,41.1,107,460,1,45,39,253,5,0
9991378,Jamaal Williams,https://dynastyleaguefootball.com/player/9991378/Jamaal_Williams,RB,2020,GB,14,419,46.1,119,505,2,35,31,236,1,0
